player_id,scenario_id,scenario,action,empathy_response,confidence_response
P069,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,3.47,3.64
P069,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.77,3.86
P069,4,Phát hiện bình luận xúc phạm,Báo giáo viên,3.58,3.9
P069,5,Bạn bị quay video và chia sẻ,Không làm gì,3.66,3.79
P070,1,Video bắt nạt trong nhóm chat,Không làm gì,4.06,3.18
P070,2,Chứng kiến bạn bị cô lập,Báo giáo viên,3.81,3.15
P070,3,Bạn bè rủ tham gia bắt nạt,Báo giáo viên,3.9,3.09
P070,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,3.86,3.58
P070,5,Bạn bị quay video và chia sẻ,Báo giáo viên,4.06,3.11
P071,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,5.0,4.92
P071,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,5.0,5.0
P071,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,4.97,5.0
P071,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,4.61,4.72
P071,5,Bạn bị quay video và chia sẻ,Hỗ trợ nạn nhân,4.7,5.0
P072,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,3.5,3.98
P072,2,Chứng kiến bạn bị cô lập,Không làm gì,3.23,3.55
P072,3,Bạn bè rủ tham gia bắt nạt,Hỗ trợ nạn nhân,2.62,3.28
P072,4,Phát hiện bình luận xúc phạm,Không làm gì,2.87,3.26
P072,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,3.03,3.3
P073,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,3.03,3.93
P073,2,Chứng kiến bạn bị cô lập,Không làm gì,3.25,3.8
P073,3,Bạn bè rủ tham gia bắt nạt,Báo giáo viên,4.04,3.51
P073,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,2.89,3.67
P073,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,3.8,4.23
P074,1,Video bắt nạt trong nhóm chat,Không làm gì,2.28,2.82
P074,2,Chứng kiến bạn bị cô lập,Không làm gì,2.47,2.67
P074,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.25,2.32
P074,4,Phát hiện bình luận xúc phạm,Báo giáo viên,2.65,2.82
P074,5,Bạn bị quay video và chia sẻ,Không làm gì,2.86,2.72
P075,1,Video bắt nạt trong nhóm chat,Không làm gì,2.93,3.17
P075,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,2.92,3.18
P075,3,Bạn bè rủ tham gia bắt nạt,Can thiệp trực tiếp,3.01,3.18
P075,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,2.94,3.26
P075,5,Bạn bị quay video và chia sẻ,Không làm gì,3.13,3.26
P076,1,Video bắt nạt trong nhóm chat,Không làm gì,3.22,4.27
P076,2,Chứng kiến bạn bị cô lập,Không làm gì,3.43,3.79
P076,3,Bạn bè rủ tham gia bắt nạt,Can thiệp trực tiếp,3.51,4.29
P076,4,Phát hiện bình luận xúc phạm,Không làm gì,3.13,4.73
P076,5,Bạn bị quay video và chia sẻ,Không làm gì,3.92,4.01
P077,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,3.62,2.91
P077,2,Chứng kiến bạn bị cô lập,Không làm gì,3.76,3.0
P077,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.77,2.86
P077,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,3.58,2.8
P077,5,Bạn bị quay video và chia sẻ,Báo giáo viên,3.58,3.12
P078,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,3.4,2.54
P078,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,3.41,3.33
P078,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.25,3.18
P078,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,3.53,3.52
P078,5,Bạn bị quay video và chia sẻ,Báo giáo viên,3.06,3.38
P079,1,Video bắt nạt trong nhóm chat,Không làm gì,3.12,2.57
P079,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,3.2,3.13
P079,3,Bạn bè rủ tham gia bắt nạt,Báo giáo viên,3.6,3.04
P079,4,Phát hiện bình luận xúc phạm,Không làm gì,3.54,3.04
P079,5,Bạn bị quay video và chia sẻ,Hỗ trợ nạn nhân,3.2,3.02
P080,1,Video bắt nạt trong nhóm chat,Báo giáo viên,4.97,4.2
P080,2,Chứng kiến bạn bị cô lập,Không làm gì,5.0,4.19
P080,3,Bạn bè rủ tham gia bắt nạt,Can thiệp trực tiếp,4.86,4.28
P080,4,Phát hiện bình luận xúc phạm,Báo giáo viên,4.76,3.79
P080,5,Bạn bị quay video và chia sẻ,Không làm gì,4.73,3.82
P081,1,Video bắt nạt trong nhóm chat,Báo giáo viên,3.45,2.84
P081,2,Chứng kiến bạn bị cô lập,Không làm gì,3.42,2.8
P081,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.15,2.93
P081,4,Phát hiện bình luận xúc phạm,Báo giáo viên,3.62,2.68
P081,5,Bạn bị quay video và chia sẻ,Không làm gì,3.78,3.11
P082,1,Video bắt nạt trong nhóm chat,Báo giáo viên,2.88,2.4
P082,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,3.09,2.36
P082,3,Bạn bè rủ tham gia bắt nạt,Hỗ trợ nạn nhân,3.49,2.54
P082,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,3.21,2.09
P082,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,3.44,2.28
P083,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,3.76,3.08
P083,2,Chứng kiến bạn bị cô lập,Không làm gì,4.09,2.68
P083,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.0,3.06
P083,4,Phát hiện bình luận xúc phạm,Không làm gì,4.2,3.32
P083,5,Bạn bị quay video và chia sẻ,Không làm gì,3.8,2.89
P084,1,Video bắt nạt trong nhóm chat,Không làm gì,3.33,2.08
P084,2,Chứng kiến bạn bị cô lập,Không làm gì,3.25,2.45
P084,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.4,3.01
P084,4,Phát hiện bình luận xúc phạm,Báo giáo viên,3.23,2.19
P084,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,3.12,1.88
P085,1,Video bắt nạt trong nhóm chat,Không làm gì,3.11,2.81
P085,2,Chứng kiến bạn bị cô lập,Không làm gì,3.15,2.95
P085,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.07,3.19
P085,4,Phát hiện bình luận xúc phạm,Không làm gì,3.28,2.91
P085,5,Bạn bị quay video và chia sẻ,Không làm gì,3.2,2.95
P086,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,4.09,3.32
P086,2,Chứng kiến bạn bị cô lập,Không làm gì,3.72,3.46
P086,3,Bạn bè rủ tham gia bắt nạt,Báo giáo viên,3.54,3.34
P086,4,Phát hiện bình luận xúc phạm,Báo giáo viên,3.76,3.76
P086,5,Bạn bị quay video và chia sẻ,Không làm gì,3.95,3.59
P087,1,Video bắt nạt trong nhóm chat,Báo giáo viên,4.24,3.1
P087,2,Chứng kiến bạn bị cô lập,Báo giáo viên,4.13,3.1
P087,3,Bạn bè rủ tham gia bắt nạt,Can thiệp trực tiếp,4.1,2.98
P087,4,Phát hiện bình luận xúc phạm,Không làm gì,3.42,3.1
P087,5,Bạn bị quay video và chia sẻ,Không làm gì,4.39,3.36
P088,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,3.51,3.8
P088,2,Chứng kiến bạn bị cô lập,Không làm gì,3.29,3.54
P088,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.12,3.41
P088,4,Phát hiện bình luận xúc phạm,Báo giáo viên,3.42,3.79
P088,5,Bạn bị quay video và chia sẻ,Không làm gì,3.24,3.38
P089,1,Video bắt nạt trong nhóm chat,Báo giáo viên,3.87,3.22
P089,2,Chứng kiến bạn bị cô lập,Không làm gì,3.51,2.5
P089,3,Bạn bè rủ tham gia bắt nạt,Can thiệp trực tiếp,3.73,2.76
P089,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,3.74,3.03
P089,5,Bạn bị quay video và chia sẻ,Không làm gì,3.76,3.43
P090,1,Video bắt nạt trong nhóm chat,Không làm gì,3.36,3.29
P090,2,Chứng kiến bạn bị cô lập,Không làm gì,3.44,2.93
P090,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.54,3.19
P090,4,Phát hiện bình luận xúc phạm,Không làm gì,3.45,2.94
P090,5,Bạn bị quay video và chia sẻ,Báo giáo viên,2.89,3.41
P091,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,4.33,2.96
P091,2,Chứng kiến bạn bị cô lập,Báo giáo viên,4.02,3.47
P091,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.94,3.6
P091,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,4.01,3.35
P091,5,Bạn bị quay video và chia sẻ,Hỗ trợ nạn nhân,4.16,3.34
P092,1,Video bắt nạt trong nhóm chat,Không làm gì,3.94,3.55
P092,2,Chứng kiến bạn bị cô lập,Can thiệp trực tiếp,4.09,3.34
P092,3,Bạn bè rủ tham gia bắt nạt,Hỗ trợ nạn nhân,4.27,3.46
P092,4,Phát hiện bình luận xúc phạm,Không làm gì,4.02,3.34
P092,5,Bạn bị quay video và chia sẻ,Hỗ trợ nạn nhân,3.44,3.54
P093,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,5.0,4.29
P093,2,Chứng kiến bạn bị cô lập,Báo giáo viên,4.46,4.02
P093,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,4.47,4.23
P093,4,Phát hiện bình luận xúc phạm,Báo giáo viên,4.16,4.37
P093,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,4.64,4.27
P094,1,Video bắt nạt trong nhóm chat,Không làm gì,4.07,3.39
P094,2,Chứng kiến bạn bị cô lập,Báo giáo viên,4.13,3.54
P094,3,Bạn bè rủ tham gia bắt nạt,Can thiệp trực tiếp,3.87,3.25
P094,4,Phát hiện bình luận xúc phạm,Không làm gì,3.99,3.78
P094,5,Bạn bị quay video và chia sẻ,Báo giáo viên,3.65,3.02
P095,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,4.52,3.75
P095,2,Chứng kiến bạn bị cô lập,Không làm gì,4.52,3.8
P095,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,4.42,4.11
P095,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,4.08,3.53
P095,5,Bạn bị quay video và chia sẻ,Báo giáo viên,4.45,3.33
P096,1,Video bắt nạt trong nhóm chat,Báo giáo viên,3.67,4.8
P096,2,Chứng kiến bạn bị cô lập,Báo giáo viên,3.72,4.44
P096,3,Bạn bè rủ tham gia bắt nạt,Báo giáo viên,3.39,4.23
P096,4,Phát hiện bình luận xúc phạm,Báo giáo viên,3.62,4.3
P096,5,Bạn bị quay video và chia sẻ,Không làm gì,4.03,4.52
P097,1,Video bắt nạt trong nhóm chat,Không làm gì,3.57,4.04
P097,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,3.97,4.27
P097,3,Bạn bè rủ tham gia bắt nạt,Hỗ trợ nạn nhân,4.25,3.73
P097,4,Phát hiện bình luận xúc phạm,Báo giáo viên,3.65,3.67
P097,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,3.79,4.1
P098,1,Video bắt nạt trong nhóm chat,Không làm gì,4.36,4.95
P098,2,Chứng kiến bạn bị cô lập,Can thiệp trực tiếp,4.03,5.0
P098,3,Bạn bè rủ tham gia bắt nạt,Hỗ trợ nạn nhân,3.9,5.0
P098,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,3.71,5.0
P098,5,Bạn bị quay video và chia sẻ,Báo giáo viên,4.62,4.97
P099,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,4.19,3.24
P099,2,Chứng kiến bạn bị cô lập,Không làm gì,4.19,3.67
P099,3,Bạn bè rủ tham gia bắt nạt,Hỗ trợ nạn nhân,3.69,3.71
P099,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,3.88,3.26
P099,5,Bạn bị quay video và chia sẻ,Không làm gì,4.13,3.48
P100,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,3.97,3.73
P100,2,Chứng kiến bạn bị cô lập,Không làm gì,4.88,3.27
P100,3,Bạn bè rủ tham gia bắt nạt,Báo giáo viên,4.42,3.44
P100,4,Phát hiện bình luận xúc phạm,Không làm gì,4.48,3.61
P100,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,4.21,3.73
P101,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,4.64,3.22
P101,2,Chứng kiến bạn bị cô lập,Can thiệp trực tiếp,4.37,2.95
P101,3,Bạn bè rủ tham gia bắt nạt,Báo giáo viên,3.95,3.39
P101,4,Phát hiện bình luận xúc phạm,Không làm gì,4.56,3.36
P101,5,Bạn bị quay video và chia sẻ,Báo giáo viên,4.11,3.27
P102,1,Video bắt nạt trong nhóm chat,Báo giáo viên,2.89,2.59
P102,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,3.42,2.33
P102,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.08,2.51
P102,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,3.09,2.42
P102,5,Bạn bị quay video và chia sẻ,Không làm gì,3.72,2.38
P103,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,3.79,2.79
P103,2,Chứng kiến bạn bị cô lập,Báo giáo viên,4.07,2.9
P103,3,Bạn bè rủ tham gia bắt nạt,Hỗ trợ nạn nhân,3.72,3.28
P103,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,4.23,2.8
P103,5,Bạn bị quay video và chia sẻ,Báo giáo viên,3.41,3.2
P104,1,Video bắt nạt trong nhóm chat,Không làm gì,3.84,3.98
P104,2,Chứng kiến bạn bị cô lập,Báo giáo viên,3.52,4.0
P104,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.71,3.96
P104,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,4.01,3.54
P104,5,Bạn bị quay video và chia sẻ,Báo giáo viên,3.91,3.95
P105,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,4.77,4.0
P105,2,Chứng kiến bạn bị cô lập,Can thiệp trực tiếp,5.0,3.46
P105,3,Bạn bè rủ tham gia bắt nạt,Báo giáo viên,5.0,3.88
P105,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,4.52,3.52
P105,5,Bạn bị quay video và chia sẻ,Báo giáo viên,4.69,4.08
P106,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,2.57,3.96
P106,2,Chứng kiến bạn bị cô lập,Không làm gì,2.24,3.58
P106,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,2.29,3.67
P106,4,Phát hiện bình luận xúc phạm,Không làm gì,2.82,3.47
P106,5,Bạn bị quay video và chia sẻ,Hỗ trợ nạn nhân,1.95,3.63
P107,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,4.35,3.94
P107,2,Chứng kiến bạn bị cô lập,Không làm gì,4.55,3.57
P107,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,4.41,4.14
P107,4,Phát hiện bình luận xúc phạm,Không làm gì,3.8,3.92
P107,5,Bạn bị quay video và chia sẻ,Báo giáo viên,4.11,3.82
P108,1,Video bắt nạt trong nhóm chat,Không làm gì,3.62,2.4
P108,2,Chứng kiến bạn bị cô lập,Báo giáo viên,3.36,2.53
P108,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.26,2.25
P108,4,Phát hiện bình luận xúc phạm,Không làm gì,3.7,2.23
P108,5,Bạn bị quay video và chia sẻ,Báo giáo viên,3.7,2.64
P109,1,Video bắt nạt trong nhóm chat,Báo giáo viên,3.12,3.57
P109,2,Chứng kiến bạn bị cô lập,Không làm gì,3.85,3.49
P109,3,Bạn bè rủ tham gia bắt nạt,Báo giáo viên,3.43,3.86
P109,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,3.75,3.68
P109,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,3.4,4.1
P110,1,Video bắt nạt trong nhóm chat,Báo giáo viên,5.0,4.57
P110,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,5.0,4.13
P110,3,Bạn bè rủ tham gia bắt nạt,Hỗ trợ nạn nhân,4.79,4.46
P110,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,5.0,4.68
P110,5,Bạn bị quay video và chia sẻ,Báo giáo viên,5.0,3.95
P111,1,Video bắt nạt trong nhóm chat,Không làm gì,3.59,2.66
P111,2,Chứng kiến bạn bị cô lập,Không làm gì,3.23,2.97
P111,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.83,3.69
P111,4,Phát hiện bình luận xúc phạm,Không làm gì,3.48,2.86
P111,5,Bạn bị quay video và chia sẻ,Báo giáo viên,3.46,3.13
P112,1,Video bắt nạt trong nhóm chat,Không làm gì,3.45,4.62
P112,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,3.59,4.29
P112,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.7,4.28
P112,4,Phát hiện bình luận xúc phạm,Báo giáo viên,3.74,4.02
P112,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,3.39,3.89
P113,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,3.59,3.3
P113,2,Chứng kiến bạn bị cô lập,Báo giáo viên,3.59,3.53
P113,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.48,3.28
P113,4,Phát hiện bình luận xúc phạm,Không làm gì,3.21,3.01
P113,5,Bạn bị quay video và chia sẻ,Không làm gì,3.65,3.32
P114,1,Video bắt nạt trong nhóm chat,Không làm gì,4.24,4.53
P114,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,3.93,4.46
P114,3,Bạn bè rủ tham gia bắt nạt,Hỗ trợ nạn nhân,4.53,4.69
P114,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,4.44,4.56
P114,5,Bạn bị quay video và chia sẻ,Báo giáo viên,4.31,4.38
P115,1,Video bắt nạt trong nhóm chat,Báo giáo viên,3.08,3.44
P115,2,Chứng kiến bạn bị cô lập,Không làm gì,3.03,3.2
P115,3,Bạn bè rủ tham gia bắt nạt,Báo giáo viên,2.37,3.6
P115,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,2.79,3.11
P115,5,Bạn bị quay video và chia sẻ,Không làm gì,3.08,3.23
P116,1,Video bắt nạt trong nhóm chat,Không làm gì,3.73,4.09
P116,2,Chứng kiến bạn bị cô lập,Can thiệp trực tiếp,3.64,3.6
P116,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.77,4.01
P116,4,Phát hiện bình luận xúc phạm,Không làm gì,3.38,3.98
P116,5,Bạn bị quay video và chia sẻ,Hỗ trợ nạn nhân,3.03,4.04
P117,1,Video bắt nạt trong nhóm chat,Báo giáo viên,3.65,2.56
P117,2,Chứng kiến bạn bị cô lập,Can thiệp trực tiếp,3.53,3.18
P117,3,Bạn bè rủ tham gia bắt nạt,Hỗ trợ nạn nhân,3.75,3.28
P117,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,3.78,2.47
P117,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,3.63,3.21
P118,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,3.2,2.24
P118,2,Chứng kiến bạn bị cô lập,Can thiệp trực tiếp,3.28,2.51
P118,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.52,2.74
P118,4,Phát hiện bình luận xúc phạm,Không làm gì,3.15,2.05
P118,5,Bạn bị quay video và chia sẻ,Không làm gì,3.14,2.45
P119,1,Video bắt nạt trong nhóm chat,Báo giáo viên,2.11,3.27
P119,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,2.44,3.5
P119,3,Bạn bè rủ tham gia bắt nạt,Báo giáo viên,2.36,3.32
P119,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,2.29,3.28
P119,5,Bạn bị quay video và chia sẻ,Không làm gì,2.57,3.77
P120,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,3.22,3.82
P120,2,Chứng kiến bạn bị cô lập,Can thiệp trực tiếp,3.31,3.89
P120,3,Bạn bè rủ tham gia bắt nạt,Hỗ trợ nạn nhân,3.66,3.69
P120,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,3.45,3.8
P120,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,3.73,4.07
P121,1,Video bắt nạt trong nhóm chat,Không làm gì,3.72,2.68
P121,2,Chứng kiến bạn bị cô lập,Không làm gì,3.76,2.57
P121,3,Bạn bè rủ tham gia bắt nạt,Can thiệp trực tiếp,4.32,2.98
P121,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,3.58,2.85
P121,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,4.1,2.35
P122,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,3.91,4.03
P122,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,3.43,3.42
P122,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.96,3.72
P122,4,Phát hiện bình luận xúc phạm,Không làm gì,3.85,3.74
P122,5,Bạn bị quay video và chia sẻ,Hỗ trợ nạn nhân,3.81,3.32
P123,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,4.23,2.98
P123,2,Chứng kiến bạn bị cô lập,Can thiệp trực tiếp,3.91,2.68
P123,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.59,2.82
P123,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,4.11,2.67
P123,5,Bạn bị quay video và chia sẻ,Hỗ trợ nạn nhân,4.25,2.61
P124,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,4.92,4.47
P124,2,Chứng kiến bạn bị cô lập,Báo giáo viên,4.77,4.68
P124,3,Bạn bè rủ tham gia bắt nạt,Hỗ trợ nạn nhân,4.84,4.63
P124,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,4.75,4.93
P124,5,Bạn bị quay video và chia sẻ,Không làm gì,4.67,4.32
P125,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,4.48,3.62
P125,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,3.72,3.44
P125,3,Bạn bè rủ tham gia bắt nạt,Can thiệp trực tiếp,3.91,3.34
P125,4,Phát hiện bình luận xúc phạm,Báo giáo viên,4.11,3.21
P125,5,Bạn bị quay video và chia sẻ,Không làm gì,3.84,3.1
P126,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,2.87,2.11
P126,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,3.08,2.14
P126,3,Bạn bè rủ tham gia bắt nạt,Hỗ trợ nạn nhân,3.27,2.69
P126,4,Phát hiện bình luận xúc phạm,Báo giáo viên,2.95,2.38
P126,5,Bạn bị quay video và chia sẻ,Không làm gì,3.22,2.44
P127,1,Video bắt nạt trong nhóm chat,Không làm gì,4.04,3.96
P127,2,Chứng kiến bạn bị cô lập,Không làm gì,4.14,3.46
P127,3,Bạn bè rủ tham gia bắt nạt,Can thiệp trực tiếp,4.24,3.99
P127,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,3.83,3.78
P127,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,4.19,3.72
P128,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,5.0,4.84
P128,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,4.8,3.9
P128,3,Bạn bè rủ tham gia bắt nạt,Hỗ trợ nạn nhân,5.0,4.43
P128,4,Phát hiện bình luận xúc phạm,Báo giáo viên,4.94,4.61
P128,5,Bạn bị quay video và chia sẻ,Hỗ trợ nạn nhân,4.67,4.42
P129,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,3.14,4.62
P129,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,3.79,4.0
P129,3,Bạn bè rủ tham gia bắt nạt,Báo giáo viên,3.15,4.4
P129,4,Phát hiện bình luận xúc phạm,Báo giáo viên,3.19,4.18
P129,5,Bạn bị quay video và chia sẻ,Báo giáo viên,3.3,3.71
P130,1,Video bắt nạt trong nhóm chat,Không làm gì,4.1,2.68
P130,2,Chứng kiến bạn bị cô lập,Can thiệp trực tiếp,3.98,3.21
P130,3,Bạn bè rủ tham gia bắt nạt,Báo giáo viên,3.79,3.05
P130,4,Phát hiện bình luận xúc phạm,Báo giáo viên,4.03,2.78
P130,5,Bạn bị quay video và chia sẻ,Không làm gì,4.3,2.94
P131,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,3.96,3.04
P131,2,Chứng kiến bạn bị cô lập,Không làm gì,3.74,2.65
P131,3,Bạn bè rủ tham gia bắt nạt,Báo giáo viên,3.55,2.59
P131,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,4.56,3.11
P131,5,Bạn bị quay video và chia sẻ,Không làm gì,3.48,2.47
P132,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,4.36,4.2
P132,2,Chứng kiến bạn bị cô lập,Báo giáo viên,4.38,4.0
P132,3,Bạn bè rủ tham gia bắt nạt,Hỗ trợ nạn nhân,4.21,4.14
P132,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,4.26,3.51
P132,5,Bạn bị quay video và chia sẻ,Báo giáo viên,4.18,3.85
P133,1,Video bắt nạt trong nhóm chat,Không làm gì,3.92,3.62
P133,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,3.97,2.79
P133,3,Bạn bè rủ tham gia bắt nạt,Can thiệp trực tiếp,4.11,2.99
P133,4,Phát hiện bình luận xúc phạm,Không làm gì,3.99,3.02
P133,5,Bạn bị quay video và chia sẻ,Không làm gì,4.39,2.59
P134,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,3.84,3.25
P134,2,Chứng kiến bạn bị cô lập,Báo giáo viên,3.86,3.25
P134,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.62,3.41
P134,4,Phát hiện bình luận xúc phạm,Báo giáo viên,3.96,3.71
P134,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,3.41,3.49
P135,1,Video bắt nạt trong nhóm chat,Không làm gì,3.24,2.79
P135,2,Chứng kiến bạn bị cô lập,Không làm gì,3.37,3.02
P135,3,Bạn bè rủ tham gia bắt nạt,Can thiệp trực tiếp,4.03,3.21
P135,4,Phát hiện bình luận xúc phạm,Báo giáo viên,3.08,2.96
P135,5,Bạn bị quay video và chia sẻ,Hỗ trợ nạn nhân,3.68,3.62
P136,1,Video bắt nạt trong nhóm chat,Không làm gì,3.18,2.66
P136,2,Chứng kiến bạn bị cô lập,Không làm gì,4.05,3.23
P136,3,Bạn bè rủ tham gia bắt nạt,Can thiệp trực tiếp,3.36,3.26
P136,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,2.92,3.13
P136,5,Bạn bị quay video và chia sẻ,Báo giáo viên,3.66,3.36
P137,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,3.62,4.08
